0.000000000000000000e+00,0.000000000000000000e+00
5.025125628140704459e-03,0.000000000000000000e+00
1.005025125628140892e-02,-2.909400000000000180e-02
1.507537688442210991e-02,-1.290278125000000053e-01
2.010050251256281784e-02,-1.283148749999999949e-01
2.512562814070351883e-02,-4.451987499999998654e-02
3.015075376884421982e-02,1.333648749999999938e-01
3.517587939698492427e-02,-5.566543749999999791e-02
4.020100502512563567e-02,3.909327499999999955e-01
4.522613065326633319e-02,4.566187500000012944e-03
5.025125628140703765e-02,-2.330531249999999999e-01
5.527638190954774905e-02,-6.082656250000000042e-02
6.030150753768843963e-02,2.062040625000000071e-01
6.532663316582915103e-02,-6.943500000000001060e-02
7.035175879396984855e-02,6.797625000000000195e-02
7.537688442211055995e-02,-2.024509374999999833e-01
8.040201005025127134e-02,1.500174999999999981e-01
8.542713567839195499e-02,-5.820836249999999934e-01
9.045226130653266639e-02,5.434667499999999984e-01
9.547738693467336391e-02,5.936299999999999910e-02
1.005025125628140753e-01,-1.538898125000000006e-01
1.055276381909547867e-01,-3.932812500000000544e-03
1.105527638190954981e-01,6.855374999999999663e-02
1.155778894472361817e-01,6.131256250000000074e-02
1.206030150753768793e-01,-3.412437500000000540e-02
1.256281407035176045e-01,2.824275000000000396e-02
1.306532663316583021e-01,-1.848946874999999879e-01
1.356783919597989996e-01,-1.668502500000000055e-01
1.407035175879396971e-01,3.374338749999999942e-01
1.457286432160803946e-01,-1.074636250000000071e-01
1.507537688442211199e-01,1.380392500000000022e-01
1.557788944723618174e-01,-2.643940624999999711e-01
1.608040201005025427e-01,4.395217499999999888e-01
1.658291457286432125e-01,2.318817499999999976e-01
1.708542713567839100e-01,-7.382842499999999752e-01
1.758793969849246352e-01,9.313506250000000430e-02
1.809045226130653328e-01,6.434537499999999632e-02
1.859296482412060580e-01,1.105725624999999990e-01
1.909547738693467278e-01,-2.778929374999999924e-01
1.959798994974874531e-01,3.839701250000000510e-01
2.010050251256281506e-01,6.449193749999998504e-02
2.060301507537688481e-01,1.271381250000000462e-02
2.110552763819095734e-01,-3.296833750000000007e-01
2.160804020100502432e-01,1.426651250000000037e-01
2.211055276381909962e-01,1.840262500000000023e-01
2.261306532663316660e-01,-3.230043750000000102e-02
2.311557788944723635e-01,-3.988200000000000078e-01
2.361809045226130888e-01,1.847231874999999968e-01
2.412060301507537585e-01,1.372703124999999913e-01
2.462311557788945116e-01,-1.398149375000000139e-01
2.512562814070352091e-01,-4.274224999999999552e-02
2.562814070351758788e-01,1.750838749999999999e-01
2.613065326633166041e-01,-1.310993750000000180e-01
2.663316582914572739e-01,-4.013962499999999822e-02
2.713567839195979992e-01,2.314424374999999867e-01
2.763819095477387244e-01,-2.864210000000000367e-01
2.814070351758793942e-01,1.727299999999999947e-01
2.864321608040201195e-01,7.158256250000000209e-02
2.914572864321607892e-01,-1.058087500000000070e-01
2.964824120603015145e-01,-2.362177500000000041e-01
3.015075376884422398e-01,3.375166250000000145e-01
3.065326633165829096e-01,-8.723968749999999606e-02
3.115577889447236348e-01,-2.468468750000000003e-02
3.165829145728643046e-01,8.740931250000000263e-02
3.216080402010050854e-01,-1.594444999999999890e-01
3.266331658291457551e-01,7.942331249999999565e-02
3.316582914572864249e-01,-8.770412499999999389e-02
3.366834170854271502e-01,6.038781249999999878e-02
3.417085427135678199e-01,-8.933018750000000507e-02
3.467336683417086007e-01,2.505116250000000155e-01
3.517587939698492705e-01,-7.568868749999999035e-02
3.567839195979899403e-01,9.055474999999998942e-02
3.618090452261306655e-01,-2.478962499999999847e-01
3.668341708542713908e-01,1.430811250000000034e-01
3.718592964824121161e-01,6.768750000000350875e-05
3.768844221105527859e-01,-1.629830624999999977e-01
3.819095477386934556e-01,1.309387499999999094e-02
3.869346733668341809e-01,2.389256250000000581e-02
3.919597989949749062e-01,-1.638749999999994378e-03
3.969849246231156314e-01,9.743018749999998729e-02
4.020100502512563012e-01,-3.443637499999999824e-02
4.070351758793969710e-01,-2.048240625000000148e-01
4.120603015075376963e-01,1.058819374999999952e-01
4.170854271356784215e-01,-1.802212499999999995e-02
4.221105527638191468e-01,2.388915000000000066e-01
4.271356783919598166e-01,-6.240512499999999879e-02
4.321608040201004863e-01,-3.722198124999999691e-01
4.371859296482412116e-01,6.031391874999999514e-01
4.422110552763819924e-01,-3.880513749999999762e-01
4.472361809045226622e-01,2.226500624999999955e-01
4.522613065326633319e-01,-2.203463125000000022e-01
4.572864321608040017e-01,2.655798750000000208e-01
4.623115577889447270e-01,-1.333337499999998066e-02
4.673366834170855078e-01,-4.772275624999999799e-01
4.723618090452261775e-01,5.035664374999999637e-01
4.773869346733668473e-01,3.722393749999999835e-02
4.824120603015075170e-01,-3.274343749999999997e-01
4.874371859296482423e-01,1.079338125000000037e-01
4.924623115577890231e-01,1.286587499999999884e-02
4.974874371859296929e-01,-4.593181250000000215e-02
5.025125628140704181e-01,2.686618750000000291e-02
5.075376884422110324e-01,6.520206250000000481e-02
5.125628140703517577e-01,0.000000000000000000e+00
5.175879396984924830e-01,-1.636700000000000307e-02
5.226130653266332082e-01,8.313268749999999652e-02
5.276381909547739335e-01,-1.723475624999999956e-01
5.326633165829145478e-01,1.585467500000000141e-01
5.376884422110552730e-01,-2.347813125000000056e-01
5.427135678391959983e-01,2.551943749999999733e-01
5.477386934673367236e-01,-2.781087499999999879e-02
5.527638190954774489e-01,-1.299720624999999852e-01
5.577889447236180631e-01,-2.624718750000000489e-02
5.628140703517587884e-01,1.856847500000000095e-01
5.678391959798995137e-01,-1.542124375000000214e-01
5.728643216080402389e-01,1.334301250000000105e-01
5.778894472361809642e-01,-1.647639375000000128e-01
5.829145728643215785e-01,-9.954150000000000498e-02
5.879396984924623037e-01,-1.870074999999998822e-02
5.929648241206030290e-01,5.490362499999998369e-02
5.979899497487437543e-01,4.711910000000000265e-01
6.030150753768844796e-01,-3.564443125000000268e-01
6.080402010050250938e-01,1.188528749999999967e-01
6.130653266331658191e-01,-5.630952499999999361e-01
6.180904522613065444e-01,5.500905624999999910e-01
6.231155778894472697e-01,-8.869799999999999907e-02
6.281407035175879949e-01,-1.143281250000000027e-02
6.331658291457286092e-01,8.163418749999999668e-02
6.381909547738693345e-01,-6.361662499999999609e-02
6.432160804020101708e-01,-3.425831249999999883e-02
6.482412060301507850e-01,1.860131250000000014e-01
6.532663316582915103e-01,-3.288862499999999911e-01
6.582914572864321245e-01,-6.490099999999998648e-02
6.633165829145728498e-01,3.658314999999999761e-01
6.683417085427136861e-01,-6.582106250000001324e-02
6.733668341708543004e-01,-3.145112499999999645e-02
6.783919597989950256e-01,-1.538229375000000065e-01
6.834170854271356399e-01,3.308117500000000155e-01
6.884422110552763652e-01,-1.756266249999999807e-01
6.934673366834172015e-01,7.035393749999999113e-02
6.984924623115578157e-01,-2.591020625000000077e-01
7.035175879396985410e-01,-1.426307500000000283e-01
7.085427135678392663e-01,3.432706250000000514e-01
7.135678391959798805e-01,-1.656262500000000026e-01
7.185929648241207168e-01,2.146210000000000062e-01
7.236180904522613311e-01,7.675374999999998171e-03
7.286432160804020564e-01,-2.260014375000000131e-01
7.336683417085427816e-01,2.564988125000000063e-01
7.386934673366833959e-01,-5.867956250000000429e-02
7.437185929648242322e-01,-7.727087500000000275e-02
7.487437185929648464e-01,2.803274999999999864e-02
7.537688442211055717e-01,1.812981874999999854e-01
7.587939698492462970e-01,5.303525000000003375e-02
7.638190954773869112e-01,-3.183778750000000324e-01
7.688442211055277475e-01,5.144562500000000177e-02
7.738693467336683618e-01,-6.914531250000000018e-02
7.788944723618090871e-01,1.380298749999999963e-01
7.839195979899498123e-01,-1.466885625000000082e-01
7.889447236180904266e-01,1.453581874999999857e-01
7.939698492462312629e-01,-2.056049999999999545e-02
7.989949748743718771e-01,6.325749999999999429e-02
8.040201005025126024e-01,7.264812499999995232e-03
8.090452261306533277e-01,-1.515634375000000089e-01
8.140703517587939420e-01,5.081743749999999976e-02
8.190954773869347783e-01,-8.942318750000000094e-02
8.241206030150753925e-01,2.599909375000000189e-01
8.291457286432161178e-01,-8.897275000000001710e-02
8.341708542713568431e-01,1.656181250000000882e-02
8.391959798994974573e-01,-1.629851250000000085e-01
8.442211055276382936e-01,-1.303923124999999961e-01
8.492462311557789079e-01,2.053915625000000134e-01
8.542713567839196331e-01,-1.208484375000000027e-01
8.592964824120604694e-01,3.172973124999999839e-01
8.643216080402009727e-01,-1.780714999999999937e-01
8.693467336683418090e-01,3.408500000000000418e-02
8.743718592964824232e-01,-1.600543125000000177e-01
8.793969849246231485e-01,1.643064999999999942e-01
8.844221105527639848e-01,1.211220625000000023e-01
8.894472361809044880e-01,-5.980900000000000105e-02
8.944723618090453243e-01,-1.968875625000000018e-01
8.994974874371859386e-01,-4.557649999999999896e-02
9.045226130653266639e-01,-5.641312500000009167e-03
9.095477386934675001e-01,1.095113124999999993e-01
9.145728643216080034e-01,-2.371405624999999850e-01
9.195979899497488397e-01,2.026440624999999995e-01
9.246231155778894539e-01,-1.273829999999999962e-01
9.296482412060301792e-01,1.959718124999999811e-01
9.346733668341710155e-01,-6.094025000000000136e-02
9.396984924623115187e-01,-1.384634374999999806e-01
9.447236180904523550e-01,-6.960850000000001758e-02
