1.356783919597989996e-01,0.000000000000000000e+00,7.788869795660098294e-01,2.334111765022881674e-02
1.407035175879396971e-01,-8.000000000000000444e-01,5.919415131192476975e-01,-6.178605141555857383e-01
1.457286432160803946e-01,8.000000000000000444e-01,1.396765356627443222e-01,1.006510445918051139e-03
1.507537688442211199e-01,-8.000000000000000444e-01,1.388088693490739378e-01,-3.509467303293476448e-01
1.557788944723618174e-01,8.000000000000000444e-01,-4.441204280048743902e-02,1.889201638604134648e-01
1.608040201005025427e-01,-8.000000000000000444e-01,8.122452355260667556e-02,-2.332342668821825449e-01
1.658291457286432125e-01,0.000000000000000000e+00,-2.684883962471755203e-01,-3.367005594725265838e-01
1.708542713567839100e-01,0.000000000000000000e+00,-5.321092823743639455e-01,-1.395142697001487408e-01
1.758793969849246352e-01,8.000000000000000444e-01,-4.571494481893402795e-01,3.628244817637820696e-01
1.809045226130653328e-01,0.000000000000000000e+00,8.756223829709348927e-02,4.402851727277115601e-01
1.859296482412060580e-01,0.000000000000000000e+00,4.154774267618258632e-01,2.100706350796155697e-01
1.909547738693467278e-01,-8.000000000000000444e-01,4.328174706275809691e-01,-3.123528401888538975e-01
1.959798994974874531e-01,0.000000000000000000e+00,-1.166007952131021402e-01,-5.488435125576873741e-01
2.010050251256281506e-01,8.000000000000000444e-01,-2.577610036759388490e-01,2.773113327816046914e-01
2.060301507537688481e-01,0.000000000000000000e+00,1.788971076340555855e-01,3.742286381730728362e-01
2.110552763819095734e-01,-8.000000000000000444e-01,3.224646270907390311e-01,-2.454673528218835055e-01
2.160804020100502432e-01,8.000000000000000444e-01,-1.453671277909909798e-02,1.371326319668725313e-02
2.211055276381909962e-01,-8.000000000000000444e-01,1.348057188734393119e-01,-1.636251730397282889e-01
2.261306532663316660e-01,8.000000000000000444e-01,-9.203179633770408596e-02,8.592753614097764503e-02
2.311557788944723635e-01,-8.000000000000000444e-01,1.021666263364471861e-01,-1.058939004774728937e-01
2.361809045226130888e-01,0.000000000000000000e+00,-2.277325822958474466e-01,-3.625877201441725095e-01
2.412060301507537585e-01,0.000000000000000000e+00,-5.043457251323327784e-01,-1.981928623034198422e-01
2.462311557788945116e-01,0.000000000000000000e+00,-6.275658778625585743e-01,-1.156402579709068373e-01
2.512562814070352091e-01,0.000000000000000000e+00,-7.067530658490498441e-01,-1.155217801530959570e-01
2.562814070351758788e-01,0.000000000000000000e+00,-7.998003997800360310e-01,-1.281101443334199397e-01
2.613065326633166041e-01,0.000000000000000000e+00,-8.275356274113375710e-01,9.200287981070671972e-02
2.663316582914572739e-01,8.000000000000000444e-01,-7.040760198074694776e-01,2.444015472024164137e-01
2.713567839195979992e-01,0.000000000000000000e+00,-1.091581327661910600e-01,6.650164822325558278e-01
2.763819095477387244e-01,0.000000000000000000e+00,2.983425115699057661e-01,2.763279800868639335e-01
2.814070351758793942e-01,-8.000000000000000444e-01,4.317371929074840242e-01,-2.204914853580084155e-01
2.864321608040201195e-01,0.000000000000000000e+00,-4.070253570636249429e-02,-4.501499905775154797e-01
2.914572864321607892e-01,0.000000000000000000e+00,-3.810275798141734005e-01,-3.026065079175015438e-01
2.964824120603015145e-01,0.000000000000000000e+00,-5.302624146763210700e-01,-1.405800889007364496e-01
3.015075376884422398e-01,0.000000000000000000e+00,-6.430538711047669720e-01,-9.342392098727418659e-02
3.065326633165829096e-01,0.000000000000000000e+00,-7.198798742767175129e-01,-5.731685824121343642e-02
3.115577889447236348e-01,8.000000000000000444e-01,-7.347595146715988346e-01,1.573128814950179311e-01
3.165829145728643046e-01,-8.000000000000000444e-01,-1.907147722405188039e-01,4.248548348432198973e-01
3.216080402010050854e-01,8.000000000000000444e-01,-2.042034937673551376e-01,3.462686996779328757e-02
3.266331658291457551e-01,-8.000000000000000444e-01,7.448811365698591869e-02,1.617303893858480224e-01
3.316582914572864249e-01,0.000000000000000000e+00,-1.687597140377507243e-01,-3.592720253044530687e-01
3.366834170854271502e-01,8.000000000000000444e-01,-3.713793317786044934e-01,3.024539085036821034e-02
3.417085427135678199e-01,0.000000000000000000e+00,5.415614709268906646e-02,5.183019679061544593e-01
3.467336683417086007e-01,0.000000000000000000e+00,3.983704845061924460e-01,2.430988907159742363e-01
3.517587939698492705e-01,0.000000000000000000e+00,5.885368883669550577e-01,1.297679122067146029e-01
3.567839195979899403e-01,0.000000000000000000e+00,7.026726359107037245e-01,6.919457087244558491e-02
3.618090452261306655e-01,-8.000000000000000444e-01,7.267394854696220818e-01,-1.368266531948675313e-01
3.668341708542713908e-01,8.000000000000000444e-01,2.276899671305919470e-01,-5.510574952346223299e-01
3.718592964824121161e-01,-8.000000000000000444e-01,2.103088128198904727e-01,8.257581058769312976e-02
3.768844221105527859e-01,0.000000000000000000e+00,-1.065228102037575619e-01,-4.866947980700459531e-01
3.819095477386934556e-01,0.000000000000000000e+00,-4.169221811786537057e-01,-2.329973869128056096e-01
3.869346733668341809e-01,0.000000000000000000e+00,-5.917823099953446464e-01,-1.753846135101222725e-01
3.919597989949749062e-01,0.000000000000000000e+00,-7.132355867021511475e-01,-8.130928764330236369e-02
3.969849246231156314e-01,0.000000000000000000e+00,-7.604604904845765345e-01,-4.532064451024908625e-02
4.020100502512563012e-01,8.000000000000000444e-01,-7.502715277083467083e-01,1.848604156749983005e-02
4.070351758793969710e-01,0.000000000000000000e+00,-2.648819346289310039e-01,7.381780984997833306e-01
4.120603015075376963e-01,0.000000000000000000e+00,2.348002721574614371e-01,3.825539370284984919e-01
4.170854271356784215e-01,-8.000000000000000444e-01,4.624821955362861670e-01,1.301231070204524054e-01
4.221105527638191468e-01,8.000000000000000444e-01,1.037802438100180608e-01,-6.175052766583253305e-01
4.271356783919598166e-01,-8.000000000000000444e-01,1.640006180870868246e-01,2.795612937877816062e-01
4.321608040201004863e-01,0.000000000000000000e+00,-7.090162209220730871e-02,-5.010954017919982961e-01
4.371859296482412116e-01,0.000000000000000000e+00,-4.054477228398817301e-01,-2.901366351361092666e-01
4.422110552763819924e-01,8.000000000000000444e-01,-5.621049714435661926e-01,-5.565900694103348423e-02
4.472361809045226622e-01,-8.000000000000000444e-01,-2.114209311647676781e-01,5.772534576112468008e-01
4.522613065326633319e-01,8.000000000000000444e-01,-1.507458712796864164e-01,-2.536742165430209139e-01
4.572864321608040017e-01,-8.000000000000000444e-01,8.258963925389977562e-03,2.325236754780544146e-01
4.623115577889447270e-01,0.000000000000000000e+00,-7.162046970977652138e-02,-3.013039232169837933e-01
4.673366834170855078e-01,8.000000000000000444e-01,-3.967381602011432751e-01,-2.448752722182882813e-01
4.723618090452261775e-01,0.000000000000000000e+00,-1.118325780566227640e-01,6.273699276543587278e-01
4.773869346733668473e-01,-8.000000000000000444e-01,3.102934275191648328e-01,4.439561147654920714e-01
4.824120603015075170e-01,8.000000000000000444e-01,1.063234440513957518e-01,-7.075542871788960131e-01
4.874371859296482423e-01,0.000000000000000000e+00,1.118605175546805164e-01,3.930107190722901822e-01
4.924623115577890231e-01,0.000000000000000000e+00,4.237610978231302061e-01,2.574635219291651067e-01
4.974874371859296929e-01,-8.000000000000000444e-01,6.081769250880759703e-01,1.278731654158767328e-01
5.025125628140704181e-01,8.000000000000000444e-01,2.882612756216247352e-01,-7.332046493678899823e-01
5.075376884422110324e-01,-8.000000000000000444e-01,1.241173004158490911e-01,3.129448237844429936e-01
5.125628140703517577e-01,0.000000000000000000e+00,7.428432622767463037e-03,-5.103680478506812390e-01
5.175879396984924830e-01,0.000000000000000000e+00,-3.662968881529505838e-01,-2.907286963381032208e-01
5.226130653266332082e-01,0.000000000000000000e+00,-5.499258581577818328e-01,-1.755029419356040066e-01
5.276381909547739335e-01,8.000000000000000444e-01,-3.059756047313019200e-01,6.419713088461986850e-01
5.326633165829145478e-01,0.000000000000000000e+00,2.066827898376466244e-01,3.599824343335297216e-01
5.376884422110552730e-01,0.000000000000000000e+00,4.808129583986449074e-01,1.865517890617097163e-01
5.427135678391959983e-01,-8.000000000000000444e-01,2.613592729280639904e-01,-6.171499964775424285e-01
5.477386934673367236e-01,0.000000000000000000e+00,-2.251074769700703304e-01,-3.595088858722288450e-01
5.527638190954774489e-01,8.000000000000000444e-01,-1.420056940845652593e-01,4.658171172438584362e-01
5.577889447236180631e-01,0.000000000000000000e+00,2.759795441262208882e-01,3.147210927574701222e-01
5.628140703517587884e-01,-8.000000000000000444e-01,1.756938924814546166e-01,-5.369657106790897139e-01
5.678391959798995137e-01,8.000000000000000444e-01,3.099578934673633684e-02,2.812191392674812662e-01
5.728643216080402389e-01,-8.000000000000000444e-01,5.070021323558666915e-02,-3.846855152847104553e-01
5.778894472361809642e-01,8.000000000000000444e-01,-4.071148972103279945e-02,3.247042099303536489e-01
5.829145728643215785e-01,-8.000000000000000444e-01,4.587459378589125308e-02,-3.358716124806752634e-01
5.879396984924623037e-01,0.000000000000000000e+00,-3.369384388456209134e-01,-3.026065059773413446e-01
5.929648241206030290e-01,0.000000000000000000e+00,-5.344257342691440815e-01,-2.086497025520151205e-01
5.979899497487437543e-01,8.000000000000000444e-01,-3.940991594335127024e-01,5.136836534430351264e-01
6.030150753768844796e-01,0.000000000000000000e+00,1.552570227618854382e-01,4.405220080734058019e-01
6.080402010050250938e-01,0.000000000000000000e+00,4.506670573737966978e-01,2.682755860938998982e-01
6.130653266331658191e-01,0.000000000000000000e+00,6.098380062701138637e-01,6.978666117684123593e-02
6.180904522613065444e-01,-8.000000000000000444e-01,4.450426543622899023e-01,-5.457646899267043494e-01
6.231155778894472697e-01,8.000000000000000444e-01,1.013073381568343617e-01,3.367952470469605386e-02
6.281407035175879949e-01,-8.000000000000000444e-01,8.986237976681057948e-02,-3.230464556381797414e-01
6.331658291457286092e-01,8.000000000000000444e-01,-5.546384192396749263e-02,2.298000554214497670e-01
6.381909547738693345e-01,0.000000000000000000e+00,2.923430802427207653e-01,3.375293725933294908e-01
6.432160804020101708e-01,-8.000000000000000444e-01,2.818074559151321212e-01,-4.758003023223462691e-01
